Second;Datetime;GPUtemperature;GPUusage;FBusage;Memoryusage;Coreclock;Power;CPUtemperature;CPUusage;CPUclock;RAMusage;Framerate;Frametime;FramerateAvg;Dataset
<<<<<<< HEAD
35;24-02-202311:35:52;61;90;35;6426.918;1920;153.179;57;59.115;4300;12313;46.4;31.284;78.4;DLSS Balance
36;24-02-202311:35:53;61;90;35;6309.918;1920;150.529;56;64.594;4300;12276;47.9;31.734;78.4;DLSS Balance
37;24-02-202311:35:54;61;99;39;6310.418;1920;159.079;56;69.067;4300.001;12413;46.8;30.46;78.3;DLSS Balance
38;24-02-202311:35:55;61;90;34;6309.918;1920;149.459;54;64.323;4299.999;12333;45.1;24.921;78.3;DLSS Balance
39;24-02-202311:35:56;61;90;35;6309.918;1920;154.754;58;67.448;4299.999;12317;47.3;30.831;78.3;DLSS Balance
40;24-02-202311:35:57;62;95;37;6310.418;1920;152.269;60;67.708;4300.001;12351;46.7;30.952;78.3;DLSS Balance
41;24-02-202311:35:58;61;100;38;6315.418;1920;158.854;61;69.792;4300.001;12420;46.9;32.129;78.3;DLSS Balance
42;24-02-202311:35:59;62;95;37;6315.418;1920;156.973;58;71.615;4300.001;12336;47.3;31.845;78.2;DLSS Balance
43;24-02-202311:36:00;61;93;35;6315.418;1920;150.686;55;69.531;4300;12277;47.8;29.765;78.2;DLSS Balance
44;24-02-202311:36:01;61;95;37;6315.418;1920;152.63;54;73.177;4300;12375;49.1;29.689;78.2;DLSS Balance
45;24-02-202311:36:02;62;95;37;6315.418;1920;159.491;57;64.844;4300;12413;49.2;30.359;78.2;DLSS Balance
46;24-02-202311:36:03;61;96;37;6315.418;1920;156.507;55;63.021;4300;12339;48.8;27.056;78.2;DLSS Balance
47;24-02-202311:36:04;61;93;36;6315.418;1920;153.062;57;63.021;4300.001;12327;48.9;29.306;78.1;DLSS Balance
48;24-02-202311:36:05;62;93;36;6315.418;1920;150.307;62;69.01;4300.001;12415;50.1;30.324;78.1;DLSS Balance
49;24-02-202311:36:06;61;93;35;6315.418;1920;151.187;60;67.448;4300.001;12343;48.7;31.993;78.1;DLSS Balance
50;24-02-202311:36:07;62;90;34;6321.746;1920;150.491;56;66.927;4300.001;12320;48.2;31.868;78.1;DLSS Balance
51;24-02-202311:36:08;62;95;35;6321.137;1920;149.617;58;65.625;4300;12339;49.5;29.964;78.1;DLSS Balance
52;24-02-202311:36:09;62;93;34;6465.137;1920;154.4;55;62.24;4300;12411;48.6;31.844;78;DLSS Balance
53;24-02-202311:36:10;61;93;34;6465.199;1920;154.775;58;72.656;4300;12328;48.2;29.264;78;DLSS Balance
54;24-02-202311:36:11;62;93;34;6465.199;1920;155.451;55;66.927;4300;12295;48.1;33.251;78;DLSS Balance
55;24-02-202311:36:12;61;90;33;6476.137;1920;151.075;57;65.885;4300.001;12328;46.6;33.076;78;DLSS Balance
56;24-02-202311:36:13;62;95;35;6476.262;1920;154.313;60;67.416;4300.001;12407;47.6;30.648;78;DLSS Balance
57;24-02-202311:36:14;61;92;33;6476.137;1920;153.545;57;69.01;4300;12142;46;31.267;77.9;DLSS Balance
58;24-02-202311:36:15;61;91;33;6476.137;1920;150.882;56;71.447;4300;12171;47.2;29.838;77.9;DLSS Balance
59;24-02-202311:36:16;62;91;32;6511.074;1920;151.348;61;70.052;4300;12256;47;28.716;77.9;DLSS Balance
60;24-02-202311:36:17;61;91;33;6511.074;1920;151.785;59;71.094;4300;12357;47.3;29.931;77.9;DLSS Balance
61;24-02-202311:36:18;61;94;35;6511.074;1920;152.644;57;73.958;4300;12235;47.4;30.47;77.9;DLSS Balance
62;24-02-202311:36:19;61;95;36;6511.074;1920;153.136;61;62.24;4300.001;12219;47.8;29.65;77.8;DLSS Balance
63;24-02-202311:36:20;61;93;36;6511.012;1920;152.247;57;71.354;4300.001;12337;47.2;30.975;77.8;DLSS Balance
64;24-02-202311:36:21;61;93;35;6516.637;1920;154.346;58;67.969;4300.001;12281;46.6;31.968;77.8;DLSS Balance
65;24-02-202311:36:22;61;96;37;6517.012;1920;159.688;59;81.784;4300;11992;47.4;29.799;77.8;DLSS Balance
66;24-02-202311:36:23;61;94;36;6516.512;1920;153.98;62;84.666;4299.969;11801;47.8;30.686;77.8;DLSS Balance
67;24-02-202311:36:24;61;93;35;6517.074;1920;155.781;59;88.281;4299.969;11741;48.5;28.479;77.7;DLSS Balance
68;24-02-202311:36:25;61;89;34;6532.637;1920;147.521;57;78.646;4300.017;11539;46.9;29.19;77.7;DLSS Balance
69;24-02-202311:36:26;61;86;33;6532.699;1920;151.217;56;84.896;4300.017;11331;46.8;33.996;77.7;DLSS Balance
70;24-02-202311:36:27;61;93;36;6532.699;1920;152.395;59;86.658;4300.001;11219;45.9;30.824;77.7;DLSS Balance
71;24-02-202311:36:28;61;93;37;6562.574;1920;154.097;60;84.896;4300;11262;45.3;29.54;77.7;DLSS Balance
72;24-02-202311:36:29;62;96;37;6562.574;1920;154.701;58;65.885;4300;11140;47.3;30.352;77.6;DLSS Balance
73;24-02-202311:36:30;61;90;34;6696.762;1920;146.107;60;85.677;4300;11025;45.1;31.769;77.6;DLSS Balance
74;24-02-202311:36:31;61;96;36;6717.262;1920;149.551;61;77.308;4300;10991;45.8;31.439;77.6;DLSS Balance
75;24-02-202311:36:32;61;89;33;6748.637;1920;150.504;61;95.513;4300;11053;44.2;27.523;77.6;DLSS Balance
76;24-02-202311:36:33;61;89;33;6748.199;1920;150.213;60;85.677;4300;10946;45.5;36.507;77.6;DLSS Balance
77;24-02-202311:36:34;61;90;33;6748.137;1920;155.29;59;75.626;4300;10854;46.4;31.999;77.5;DLSS Balance
78;24-02-202311:36:35;61;93;35;6780.699;1920;146.902;60;80.7;4300;10846;45.9;31.002;77.5;DLSS Balance
79;24-02-202311:36:36;61;93;35;6784.324;1920;149.434;57;74.479;4300.001;10714;46.9;30.024;77.5;DLSS Balance
80;24-02-202311:36:37;61;96;36;6784.324;1920;158.358;57;73.317;4300.001;10712;47.3;30.383;77.5;DLSS Balance
81;24-02-202311:36:38;61;92;34;6784.887;1920;153.081;59;71.447;4300;10725;46;30.038;77.5;DLSS Balance
82;24-02-202311:36:39;61;89;33;6785.262;1920;147.695;59;60.677;4300;10801;47.5;30.309;77.4;DLSS Balance
83;24-02-202311:36:40;61;93;34;6790.762;1920;147.414;57;70.751;4300.001;10628;49.1;28.006;77.4;DLSS Balance
84;24-02-202311:36:41;61;92;33;6762.762;1920;154.237;62;70.918;4300.001;10655;50.8;28.069;77.4;DLSS Balance
85;24-02-202311:36:42;61;94;33;6775.762;1920;156.653;57;74.087;4299.999;10694;51.8;28.579;77.4;DLSS Balance
86;24-02-202311:36:43;61;94;34;6768.949;1920;151.77;56;70.052;4299.999;10809;51.5;27.104;77.4;DLSS Balance
87;24-02-202311:36:44;61;94;36;6640.949;1920;154.552;57;76.302;4300;10696;49.5;25.827;77.4;DLSS Balance
88;24-02-202311:36:45;61;90;34;6640.949;1920;151.117;56;71.615;4300.003;10684;49.8;27.006;77.3;DLSS Balance
89;24-02-202311:36:46;61;89;34;6645.074;1920;146.385;61;72.24;4300.003;10751;48.1;28.01;77.3;DLSS Balance
90;24-02-202311:36:47;61;86;34;6780.012;1920;148.43;60;72.135;4300;10844;46;30.68;77.3;DLSS Balance
91;24-02-202311:36:48;61;93;36;6783.949;1920;145.571;61;68.229;4300;10677;46.1;29.662;77.3;DLSS Balance
92;24-02-202311:36:49;60;87;34;6805.449;1920;150.039;61;65.625;4300;10663;44.1;30.962;77.3;DLSS Balance
93;24-02-202311:36:50;60;84;32;6805.449;1920;136.551;60;65.885;4300;10719;43;31.923;77.2;DLSS Balance
94;24-02-202311:36:51;61;88;34;6805.449;1920;142.809;57;69.792;4300.001;10775;43.7;31.561;77.2;DLSS Balance
95;24-02-202311:36:52;61;85;32;6821.699;1920;141.025;57;70.573;4300.001;10737;43.5;32.072;77.2;DLSS Balance
96;24-02-202311:36:53;60;94;35;6840.512;1920;146.46;60;70.833;4300;10733;45.5;29.938;77.2;DLSS Balance
97;24-02-202311:36:54;60;86;33;6842.012;1920;140.866;61;68.75;4300.001;10802;45.7;30.233;77.2;DLSS Balance
98;24-02-202311:36:55;61;90;35;6842.012;1920;140.834;60;70.052;4300;10695;45.9;29.972;77.1;DLSS Balance
99;24-02-202311:36:56;61;88;34;6858.699;1920;147.792;57;70.238;4300;10709;44.6;27.606;77.1;DLSS Balance
100;24-02-202311:36:57;60;90;33;6863.387;1920;140.361;56;72.135;4300.001;10729;46.5;28.058;77.1;DLSS Balance
101;24-02-202311:36:58;60;91;34;6865.387;1920;144.595;58;74.355;4300.001;10839;47.5;30.286;77.1;DLSS Balance
102;24-02-202311:36:59;61;93;34;6867.512;1920;144.401;61;76.563;4300.001;10837;49.5;27.677;77.1;DLSS Balance
103;24-02-202311:37:00;60;90;33;6867.512;1920;141.685;56;73.06;4300;10759;48.8;31.804;77;DLSS Balance
104;24-02-202311:37:01;61;84;31;6871.574;1920;138.272;54;71.875;4300;10741;49.1;27.556;77;DLSS Balance
105;24-02-202311:37:02;61;90;33;6871.574;1920;150.955;59;75.941;4300;10746;50.1;27.161;77;DLSS Balance
106;24-02-202311:37:03;61;85;32;6898.199;1920;145.366;58;71.778;4300.001;10775;47.9;29.781;77;DLSS Balance
107;24-02-202311:37:04;61;95;36;6897.574;1920;152.019;59;75.677;4299.999;10750;52.5;25.531;77;DLSS Balance
108;24-02-202311:37:05;60;87;32;6897.574;1920;141.956;60;75;4299.999;10857;52.2;27.307;77;DLSS Balance
109;24-02-202311:37:06;60;74;28;6889.75;1920;136.533;56;73.958;4300.001;10700;46.6;52.167;76.9;DLSS Balance
110;24-02-202311:37:07;60;87;33;6908.563;1920;140.232;57;72.396;4300.001;10723;49.3;24.876;76.9;DLSS Balance
111;24-02-202311:37:08;60;80;29;6932.938;1920;133.859;56;76.302;4299.999;10733;50.8;27.879;76.9;DLSS Balance
112;24-02-202311:37:09;60;95;34;6932.938;1920;148.921;61;75.26;4299.999;10882;56.4;27.072;76.9;DLSS Balance
113;24-02-202311:37:10;60;80;28;6937.063;1920;135.586;60;76.302;4300.001;10766;53.7;23.752;76.9;DLSS Balance
114;24-02-202311:37:11;60;93;33;6937.063;1920;149.657;61;77.083;4300.001;10787;53.8;22.639;76.9;DLSS Balance
115;24-02-202311:37:12;60;84;30;6945.313;1920;140.521;59;73.438;4300;10835;54.7;22.897;76.8;DLSS Balance
116;24-02-202311:37:13;60;80;29;6965.938;1920;135.13;55;69.792;4300;10825;51.8;22.512;76.8;DLSS Balance
117;24-02-202311:37:14;60;89;31;6970.063;1920;144.664;57;81.771;4300;10701;53.6;24.238;76.8;DLSS Balance
118;24-02-202311:37:15;60;84;29;7008.188;1920;139.953;62;70.313;4300.001;10719;52.9;27.144;76.8;DLSS Balance
119;24-02-202311:37:16;59;83;28;7034.313;1920;133.039;59;77.083;4300;10803;51.9;27.413;76.8;DLSS Balance
120;24-02-202311:37:17;60;84;27;7086.25;1920;138.825;61;78.646;4300.001;10854;55.7;23.949;76.8;DLSS Balance
121;24-02-202311:37:18;59;79;25;7135.375;1920;134.746;58;77.865;4300.001;10756;53.9;25.385;76.8;DLSS Balance
122;24-02-202311:37:19;60;78;25;7222;1920;138.71;57;81.527;4300;10745;52.4;27.866;76.7;DLSS Balance
123;24-02-202311:37:20;59;80;27;7325.688;1920;130.567;61;81.758;4300;10795;52.4;24.161;76.7;DLSS Balance
124;24-02-202311:37:21;60;84;29;7375.563;1920;138.038;58;75.781;4300;10802;54.2;24.923;76.7;DLSS Balance
125;24-02-202311:37:22;59;88;31;7375.563;1920;141.109;63;70.052;4299.999;10759;53;24.71;76.7;DLSS Balance
126;24-02-202311:37:23;59;81;28;7410.875;1920;135.409;58;71.778;4299.999;10722;54.8;24.842;76.7;DLSS Balance
127;24-02-202311:37:24;60;86;30;7410.875;1920;139.046;57;73.177;4300.002;10797;57.6;22.862;76.7;DLSS Balance
128;24-02-202311:37:25;59;84;28;7449.375;1920;134.177;59;73.438;4300;10736;57.1;25.73;76.7;DLSS Balance
129;24-02-202311:37:26;59;82;27;7480.625;1920;136.832;56;75.781;4300;10684;55.8;25.494;76.6;DLSS Balance
130;24-02-202311:37:27;59;82;27;7534.625;1920;139.246;60;74.355;4300.001;10680;55.6;25.093;76.6;DLSS Balance
131;24-02-202311:37:28;59;84;27;7589.938;1920;144.446;60;74.74;4300.001;10763;54.7;22.39;76.6;DLSS Balance
132;24-02-202311:37:29;60;83;27;7600.938;1920;133.427;58;68.49;4300;10717;56.1;24.809;76.6;DLSS Balance
133;24-02-202311:37:30;59;82;27;7623.938;1920;137.075;60;83.854;4300;10672;56.6;22.823;76.6;DLSS Balance
134;24-02-202311:37:31;59;78;25;7640.938;1920;135.184;59;72.917;4300;10697;56.6;23.738;76.6;DLSS Balance
135;24-02-202311:37:32;60;79;24;7629.75;1920;148.039;58;72.135;4300;10719;59.9;23.617;76.6;DLSS Balance
136;24-02-202311:37:33;60;91;35;7634.313;1920;145.967;55;65.365;4299.999;10690;54.4;27.134;76.6;DLSS Balance
137;24-02-202311:37:34;60;92;36;7634.188;1920;136.378;58;74.74;4300.002;10703;53.7;25.832;76.5;DLSS Balance
138;24-02-202311:37:35;59;82;32;7633.688;1920;135.285;58;78.961;4300;10809;52.2;25.134;76.5;DLSS Balance
139;24-02-202311:37:36;60;85;34;7633.688;1920;137.309;59;87.045;4300;10850;53.4;25.774;76.5;DLSS Balance
140;24-02-202311:37:37;61;95;39;7641.688;1920;153.842;61;73.438;4300;10852;52.5;28.459;76.5;DLSS Balance
141;24-02-202311:37:38;60;84;33;7649.688;1920;146.49;62;70.833;4300;10841;47.4;27.548;76.5;DLSS Balance
142;24-02-202311:37:39;60;91;36;7648.188;1920;152.609;60;69.792;4300.002;10953;47.5;27.692;76.5;DLSS Balance
143;24-02-202311:37:40;60;82;33;7653.688;1920;142.964;58;69.01;4300;10857;45.4;27.327;76.4;DLSS Balance
144;24-02-202311:37:41;60;87;35;7664.688;1920;139.989;61;66.406;4300;10810;46.3;28.563;76.4;DLSS Balance
145;24-02-202311:37:42;60;88;35;7664.688;1920;140.289;60;68.186;4300;10853;46;31.973;76.4;DLSS Balance
146;24-02-202311:37:43;60;85;35;7664.188;1920;144.196;58;64.837;4300;10949;47.2;28.015;76.4;DLSS Balance
147;24-02-202311:37:44;60;84;34;7664.188;1920;141.76;56;68.442;4300.001;10895;46.6;29.817;76.4;DLSS Balance
148;24-02-202311:37:45;60;89;37;7680.688;1920;139.389;58;69.86;4300.001;10834;48.8;26.846;76.4;DLSS Balance
149;24-02-202311:37:46;59;83;33;7691.688;1920;137.221;63;71.615;4300.001;10891;49.3;27.281;76.3;DLSS Balance
150;24-02-202311:37:47;60;92;36;7703.188;1920;134.305;59;73.177;4299.999;10907;49.2;27.041;76.3;DLSS Balance
151;24-02-202311:37:48;60;85;33;7703.188;1920;142.668;56;74.856;4299.999;10855;48.6;28.839;76.3;DLSS Balance
152;24-02-202311:37:49;60;86;34;7714.188;1920;142.933;56;73.562;4300.001;10809;51.9;25.062;76.3;DLSS Balance
153;24-02-202311:37:50;60;83;32;7714.188;1920;147.271;62;80.469;4300.001;10911;51.8;23.999;76.3;DLSS Balance
154;24-02-202311:37:51;60;82;32;7714.188;1920;143.539;60;68.229;4300.001;10894;52.5;26.826;76.3;DLSS Balance
155;24-02-202311:37:52;59;83;31;7709.063;1920;138.148;60;76.563;4300.001;10858;49.8;29.477;76.2;DLSS Balance
156;24-02-202311:37:53;59;89;33;7727.813;1920;135.399;59;74.74;4300.001;10888;49.1;29.098;76.2;DLSS Balance
157;24-02-202311:37:54;60;87;35;7721.375;1920;138.187;59;69.01;4300.001;10964;49.1;26.436;76.2;DLSS Balance
158;24-02-202311:37:55;60;84;34;7734.375;1920;134.04;63;75;4300.001;10914;48.8;37.06;76.2;DLSS Balance
159;24-02-202311:37:56;59;84;32;7722.313;1920;139.889;56;77.422;4300;10863;49.3;25.642;76.2;DLSS Balance
160;24-02-202311:37:57;59;83;31;7727.375;1920;140.286;57;73.297;4300;10892;49.8;24.729;76.2;DLSS Balance
161;24-02-202311:37:58;59;84;33;7748.688;1920;139.567;61;77.344;4300;10970;49.6;30;76.1;DLSS Balance
162;24-02-202311:37:59;59;83;32;7762.477;1920;137.809;58;74.219;4300;10889;50;28.281;76.1;DLSS Balance
163;24-02-202311:38:00;59;76;30;7783.102;1920;133.987;60;76.823;4300;10847;48.7;28.133;76.1;DLSS Balance
164;24-02-202311:38:01;59;81;31;7766.977;1920;134.635;59;78.125;4300;10905;50;26.396;76.1;DLSS Balance
165;24-02-202311:38:02;59;81;30;7771.977;1920;132.528;62;75.781;4300.001;10900;51.5;25.175;76.1;DLSS Balance
166;24-02-202311:38:03;59;82;30;7767.539;1920;135.684;61;78.125;4300.001;10837;52.2;23.7;76.1;DLSS Balance
167;24-02-202311:38:04;59;76;26;7764.227;1920;134.041;58;75.521;4300;10833;52.2;22.733;76;DLSS Balance
168;24-02-202311:38:05;59;80;26;7785.727;1920;140.163;56;85.632;4300;10903;52.9;28.012;76;DLSS Balance
169;24-02-202311:38:06;60;83;30;7785.727;1920;137.315;60;71.975;4300.001;10873;53.5;25.653;76;DLSS Balance
170;24-02-202311:38:07;60;84;30;7797.727;1920;145.094;60;72.396;4300.001;10829;54.7;24.069;76;DLSS Balance
171;24-02-202311:38:08;59;80;28;7795.039;1920;134.433;62;76.563;4300;10789;53.3;24.899;76;DLSS Balance
172;24-02-202311:38:09;59;86;29;7819.664;1920;133.95;58;70.573;4300.001;10869;55.3;24.724;76;DLSS Balance
173;24-02-202311:38:10;59;88;29;7809.727;1920;135.171;56;79.218;4300.001;10846;55.8;24.642;76;DLSS Balance
174;24-02-202311:38:11;59;77;25;7839.414;1920;144.449;60;80.469;4300;10790;56.4;21.396;76;DLSS Balance
175;24-02-202311:38:12;59;79;24;7882.727;1920;132.862;56;79.167;4300.001;10759;52.8;24.761;75.9;DLSS Balance
176;24-02-202311:38:13;59;86;26;7881.727;1920;139.083;58;67.217;4300.001;10829;53.9;23.717;75.9;DLSS Balance
177;24-02-202311:38:14;59;87;27;7894.539;1920;138.707;58;72.917;4300;10771;50.7;25.681;75.9;DLSS Balance
178;24-02-202311:38:15;59;84;26;7885.477;1920;139.355;58;68.75;4300.001;10735;47.5;28.782;75.9;DLSS Balance
179;24-02-202311:38:16;59;86;29;7857.602;1920;138.324;61;73.438;4300.001;10732;47.5;26.809;75.9;DLSS Balance
180;24-02-202311:38:17;59;83;29;7856.977;1920;138.032;57;74.479;4300;10784;52.1;24.284;75.9;DLSS Balance
181;24-02-202311:38:18;59;86;29;7856.977;1920;137.814;61;72.656;4300;10738;53.8;24.487;75.9;DLSS Balance
182;24-02-202311:38:19;59;81;27;7856.852;1920;131.885;61;72.917;4300;10687;54.6;24.718;75.8;DLSS Balance
183;24-02-202311:38:20;59;81;27;7869.852;1920;134.029;61;86.198;4300;10723;53.5;23.798;75.8;DLSS Balance
184;24-02-202311:38:21;59;80;24;7879.289;1920;129.687;62;81.014;4300.001;10694;49.4;28.248;75.8;DLSS Balance
185;24-02-202311:38:22;59;80;23;7829.039;1920;133.235;59;84.635;4300.001;10651;46.7;26.733;75.8;DLSS Balance
186;24-02-202311:38:23;59;83;26;7899.539;1920;136.7;62;81.51;4300;10619;46.6;30.134;75.8;DLSS Balance
187;24-02-202311:38:24;59;83;26;7910.164;1920;132.39;57;83.08;4300;10706;46.3;32.158;75.8;DLSS Balance
188;24-02-202311:38:25;58;80;25;7990.289;1920;128.399;61;88.021;4300.001;10669;46.8;30.039;75.7;DLSS Balance
189;24-02-202311:38:26;60;83;25;7976.289;1920;138.468;59;86.979;4300.001;10640;46.9;28.001;75.7;DLSS Balance
190;24-02-202311:38:27;59;84;25;7988.164;1920;138.792;58;76.909;4300;10613;47.6;27.984;75.7;DLSS Balance
191;24-02-202311:38:28;59;83;25;7982.727;1920;137.237;58;76.042;4300.002;10725;46.9;31.189;75.7;DLSS Balance
192;24-02-202311:38:29;59;87;26;7986.227;1920;141.464;57;78.906;4300.002;10698;45.8;32.945;75.7;DLSS Balance
193;24-02-202311:38:30;59;82;25;7976.227;1920;139.216;60;66.952;4300.001;10695;46.4;27.969;75.7;DLSS Balance
194;24-02-202311:38:31;59;85;26;7974.727;1920;140.654;58;77.083;4300.001;10736;47.7;26.518;75.6;DLSS Balance
195;24-02-202311:38:32;59;84;27;7958.164;1920;138.018;59;76.563;4300;10835;47.2;27.667;75.6;DLSS Balance
196;24-02-202311:38:33;60;84;27;7958.727;1920;145.953;58;70.751;4300;10823;46.8;27.541;75.6;DLSS Balance
197;24-02-202311:38:34;60;88;32;7964.102;1920;148.578;57;71.875;4300;10817;43.8;30.738;75.6;DLSS Balance
198;24-02-202311:38:35;60;88;32;7963.914;1920;149.828;58;66.146;4300.001;10902;43.5;35.182;75.6;DLSS Balance
199;24-02-202311:38:36;60;88;32;7962.414;1920;146.005;59;71.615;4300;10931;42.4;33.621;75.5;DLSS Balance
200;24-02-202311:38:37;60;89;32;7962.039;1920;156.316;62;70.573;4299.998;10852;42.7;33.252;75.5;DLSS Balance
201;24-02-202311:38:38;60;91;33;7962.039;1920;151.813;60;70.125;4299.998;10845;41.9;34.915;75.5;DLSS Balance
202;24-02-202311:38:39;60;89;31;7957.914;1920;140.785;59;85.938;4299.985;10963;40.8;35.24;75.5;DLSS Balance
203;24-02-202311:38:40;60;88;31;7957.914;1920;146.435;58;82.031;4299.985;10894;42.7;34;75.5;DLSS Balance
204;24-02-202311:38:41;60;84;29;7957.914;1920;156.139;58;69.271;4300.017;10824;44.1;31.318;75.4;DLSS Balance
205;24-02-202311:38:42;60;92;32;7957.914;1920;144.367;58;72.656;4300.017;10840;43.8;32.028;75.4;DLSS Balance
206;24-02-202311:38:43;60;89;31;7957.914;1920;151.594;56;68.49;4299.999;10925;44.5;31.669;75.4;DLSS Balance
207;24-02-202311:38:44;60;90;33;7957.914;1920;150.208;57;66.133;4300.002;10873;44.3;32.906;75.4;DLSS Balance
208;24-02-202311:38:45;60;89;32;7989.977;1920;139.959;55;77.527;4300;10834;43.2;34.211;75.4;DLSS Balance
209;24-02-202311:38:46;60;89;32;7989.977;1920;153.819;54;71.615;4300;10867;43.9;34.871;75.3;DLSS Balance
210;24-02-202311:38:47;60;90;31;7989.977;1920;146.994;62;66.667;4300;10803;43.6;33.648;75.3;DLSS Balance
211;24-02-202311:38:48;60;87;30;7989.977;1920;147.805;62;70.052;4300;10826;44;33.033;75.3;DLSS Balance
212;24-02-202311:38:49;60;90;31;8000.852;1920;153.739;55;73.317;4300.001;10830;44.8;31.755;75.3;DLSS Balance
213;24-02-202311:38:50;60;92;32;8025.227;1920;147.91;55;67.188;4300.001;10917;43.9;32.056;75.3;DLSS Balance
214;24-02-202311:38:51;60;90;31;8001.227;1920;143.563;57;63.78;4300;10888;44.5;32.682;75.3;DLSS Balance
215;24-02-202311:38:52;60;91;30;7985.102;1920;143.653;62;70.313;4300;10863;44.4;34.267;75.2;DLSS Balance
216;24-02-202311:38:53;60;92;30;7979.664;1920;148.286;55;67.416;4300;10856;44.9;30.722;75.2;DLSS Balance
217;24-02-202311:38:54;61;90;30;7979.664;1920;148.139;56;69.01;4300;10940;45.9;31.218;75.2;DLSS Balance
218;24-02-202311:38:55;60;93;32;7963.539;1920;144.363;57;73.177;4300.001;10903;43.6;30.317;75.2;DLSS Balance
219;24-02-202311:38:56;61;92;32;7963.539;1920;148.771;58;70.918;4300.001;10844;44.3;34.887;75.2;DLSS Balance
220;24-02-202311:38:57;61;92;33;7963.539;1920;152.2;55;64.583;4300;10841;44.8;32.736;75.1;DLSS Balance
221;24-02-202311:38:58;61;92;32;7963.539;1920;145.727;56;65.885;4300;10936;44.9;32.012;75.1;DLSS Balance
222;24-02-202311:38:59;61;89;31;7963.539;1920;151.552;59;66.667;4300.001;10791;44.9;31.152;75.1;DLSS Balance
223;24-02-202311:39:00;61;89;31;7963.539;1920;148.716;59;61.719;4300.001;10785;44.5;31.392;75.1;DLSS Balance
224;24-02-202311:39:01;61;88;31;7963.539;1920;149.474;57;62.5;4300.001;10831;45.4;31.258;75.1;DLSS Balance
225;24-02-202311:39:02;61;78;27;7974.227;1920;148.706;60;69.792;4300.001;10932;44.1;32.278;75.1;DLSS Balance
226;24-02-202311:39:03;61;89;31;7973.789;1920;143.32;59;63.281;4300;10697;45.5;32.043;75;DLSS Balance
227;24-02-202311:39:04;60;93;33;7957.664;1920;148.406;57;69.792;4299.999;10692;47.9;30.914;75;DLSS Balance
228;24-02-202311:39:05;61;93;34;7957.664;1920;142.862;59;61.458;4299.999;10822;48.5;30.59;75;DLSS Balance
229;24-02-202311:39:06;61;90;32;7957.664;1920;143.863;59;62.76;4300.001;10818;47.4;32.331;75;DLSS Balance
230;24-02-202311:39:07;61;93;33;7957.727;1920;151.82;58;66.927;4300.001;10782;47.3;31.882;75;DLSS Balance
231;24-02-202311:39:08;61;91;32;7957.727;1920;148.913;56;66.569;4300;10765;48;32.566;75;DLSS Balance
232;24-02-202311:39:09;61;92;32;7973.727;1920;151.652;58;65.343;4300.002;10888;47.7;30.215;74.9;DLSS Balance
233;24-02-202311:39:10;61;92;33;7936.352;1920;146.342;62;67.79;4300.001;10882;48.2;31.486;74.9;DLSS Balance
234;24-02-202311:39:11;61;90;32;7936.352;1920;157.029;59;64.323;4300.001;10899;49.2;29.681;74.9;DLSS Balance
1;24-02-202312:30:16;60;89;30;5870.605;1920;145.421;58;74.355;4299.999;12209;55.1;27.105;202.3;DLSS Performance
2;24-02-202312:30:17;60;90;31;5948.98;1920;148.759;54;83.854;4299.995;12272;54.7;24.409;200.9;DLSS Performance
3;24-02-202312:30:18;60;91;32;5993.926;1920;142.183;54;89.844;4299.995;12321;54.5;28.269;199.6;DLSS Performance
4;24-02-202312:30:19;60;94;35;5904.934;1920;153.345;55;85.156;4300.001;12385;54.3;25.011;198.2;DLSS Performance
5;24-02-202312:30:20;60;92;33;5934.449;1920;146.599;54;88.542;4299.999;12384;53.7;25.123;196.9;DLSS Performance
6;24-02-202312:30:21;60;90;33;5945.457;1920;153.728;55;85.156;4299.999;12527;56.5;24.203;195.7;DLSS Performance
7;24-02-202312:30:22;60;93;34;5945.48;1920;155.897;56;83.073;4299.999;12563;55.8;25.845;194.4;DLSS Performance
8;24-02-202312:30:23;60;79;29;5961.605;1920;147.795;51;76.909;4300;12291;55.4;29.285;193.2;DLSS Performance
9;24-02-202312:30:24;61;94;35;5961.605;1920;153.578;53;69.067;4299.998;12001;56.9;31.276;192;DLSS Performance
10;24-02-202312:30:25;61;94;36;5961.605;1920;158.18;49;59.375;4299.998;12139;56.7;24.299;190.9;DLSS Performance
11;24-02-202312:30:26;60;91;35;5961.605;1920;152.754;54;62.5;4299.999;12163;55.5;24.392;189.7;DLSS Performance
12;24-02-202312:30:27;61;92;35;5961.605;1920;153.588;54;59.115;4299.999;12169;56.2;23.382;188.6;DLSS Performance
13;24-02-202312:30:28;60;92;36;5961.605;1920;149.66;53;59.896;4299.999;12219;56.4;23.982;187.5;DLSS Performance
14;24-02-202312:30:29;60;95;38;5988.418;1920;145.453;55;65.885;4299.999;12345;57.3;23.228;186.4;DLSS Performance
15;24-02-202312:30:30;61;92;35;5999.105;1920;153.446;53;61.198;4299.999;12281;60;23.54;185.4;DLSS Performance
16;24-02-202312:30:31;61;95;36;5999.105;1920;156.459;50;63.021;4299.999;12216;60.3;22.191;184.3;DLSS Performance
17;24-02-202312:30:32;61;94;36;5999.105;1920;153.745;49;59.635;4299.999;12380;62.7;20.657;183.3;DLSS Performance
