02;Datetime;GPUtemperature;GPUusage;FBusage;Memoryusage;Coreclock;Memoryclock;Power;CPUtemperature;CPUusage;CPUclock;RAMusage;Framerate;Frametime;FramerateMin;FramerateAvg;FramerateMax;Framerate1%Low;Fanspeed2;Fantachometer2
80;24-02-202310:32:39;61.000;99.000;34.000;7147.465;1927.000;7500.999;163.185;49.000;36.177;4300.000;8142.000;52.200;20.508;0.100;43.400;2673.700;0.200;30.000;1203.000
80;24-02-202310:32:40;61.000;99.000;34.000;7147.465;1927.000;7500.999;160.908;49.000;40.189;4300.000;8104.000;52.100;21.161;0.100;43.400;2673.700;0.200;30.000;1202.000
80;24-02-202310:32:41;61.000;99.000;34.000;7147.465;1927.000;7500.999;161.203;49.000;38.542;4299.999;8061.000;52.400;20.669;0.100;43.400;2673.700;0.200;30.000;1205.000
80;24-02-202310:32:42;61.000;99.000;34.000;7147.465;1927.000;7500.999;163.070;51.000;39.510;4299.999;8023.000;52.400;20.193;0.100;43.400;2673.700;0.200;30.000;1206.000
80;24-02-202310:32:43;61.000;99.000;34.000;7147.465;1927.000;7500.999;161.433;50.000;36.219;4299.999;8100.000;52.300;20.376;0.100;43.400;2673.700;0.200;30.000;1207.000
80;24-02-202310:32:44;61.000;99.000;34.000;7147.465;1927.000;7500.999;161.016;49.000;36.719;4299.999;8077.000;52.200;20.361;0.100;43.400;2673.700;0.200;30.000;1207.000
80;24-02-202310:32:45;62.000;99.000;34.000;7147.465;1927.000;7500.999;162.462;59.000;42.842;4299.999;8040.000;52.000;20.583;0.100;43.400;2673.700;0.200;30.000;1208.000
80;24-02-202310:32:46;62.000;99.000;35.000;7147.465;1912.000;7500.999;164.028;54.000;39.924;4299.999;8073.000;52.100;20.744;0.100;43.400;2673.700;0.200;30.000;1204.000
80;24-02-202310:32:47;62.000;99.000;35.000;7147.465;1920.000;7500.999;166.784;53.000;35.156;4299.999;8170.000;52.300;20.301;0.100;43.400;2673.700;0.200;30.000;1206.000
80;24-02-202310:32:48;62.000;99.000;36.000;7147.465;1912.000;7500.999;165.181;50.000;43.611;4299.999;8203.000;52.700;20.541;0.100;43.400;2673.700;0.200;30.000;1203.000
